date,close
2000-08-23 00:00:00-04:00,32.04999923706055
2000-08-24 00:00:00-04:00,31.6299991607666
2000-08-25 00:00:00-04:00,32.04999923706055
2000-08-28 00:00:00-04:00,32.869998931884766
2000-08-29 00:00:00-04:00,32.720001220703125
2000-08-30 00:00:00-04:00,33.400001525878906
2000-08-31 00:00:00-04:00,33.099998474121094
2000-09-01 00:00:00-04:00,33.380001068115234
2000-09-05 00:00:00-04:00,33.79999923706055
2000-09-06 00:00:00-04:00,34.95000076293945
2000-09-07 00:00:00-04:00,35.33000183105469
2000-09-08 00:00:00-04:00,33.70000076293945
2000-09-11 00:00:00-04:00,35.099998474121094
2000-09-12 00:00:00-04:00,34.20000076293945
2000-09-13 00:00:00-04:00,33.79999923706055
2000-09-14 00:00:00-04:00,34.099998474121094
2000-09-15 00:00:00-04:00,35.849998474121094
2000-09-18 00:00:00-04:00,36.880001068115234
2000-09-19 00:00:00-04:00,36.5
2000-09-20 00:00:00-04:00,37.5
2000-09-21 00:00:00-04:00,33.95000076293945
2000-09-22 00:00:00-04:00,32.650001525878906
2000-09-25 00:00:00-04:00,31.56999969482422
2000-09-26 00:00:00-04:00,31.5
2000-09-27 00:00:00-04:00,31.5
2000-09-28 00:00:00-04:00,30.299999237060547
2000-09-29 00:00:00-04:00,30.860000610351562
2000-10-02 00:00:00-04:00,32.150001525878906
2000-10-03 00:00:00-04:00,32.06999969482422
2000-10-04 00:00:00-04:00,31.5
2000-10-05 00:00:00-04:00,30.649999618530273
2000-10-06 00:00:00-04:00,30.850000381469727
2000-10-09 00:00:00-04:00,31.8799991607666
2000-10-10 00:00:00-04:00,33.150001525878906
2000-10-11 00:00:00-04:00,33.150001525878906
2000-10-12 00:00:00-04:00,36.099998474121094
2000-10-13 00:00:00-04:00,35.04999923706055
2000-10-16 00:00:00-04:00,33.099998474121094
2000-10-17 00:00:00-04:00,32.95000076293945
2000-10-18 00:00:00-04:00,33.54999923706055
2000-10-19 00:00:00-04:00,32.95000076293945
2000-10-20 00:00:00-04:00,34.29999923706055
2000-10-23 00:00:00-04:00,33.72999954223633
2000-10-24 00:00:00-04:00,33.369998931884766
2000-10-25 00:00:00-04:00,32.959999084472656
2000-10-26 00:00:00-04:00,33.75
2000-10-27 00:00:00-04:00,32.70000076293945
2000-10-30 00:00:00-05:00,32.810001373291016
2000-10-31 00:00:00-05:00,32.689998626708984
2000-11-01 00:00:00-05:00,33.20000076293945
2000-11-02 00:00:00-05:00,32.540000915527344
2000-11-03 00:00:00-05:00,32.599998474121094
2000-11-06 00:00:00-05:00,32.86000061035156
2000-11-07 00:00:00-05:00,33.400001525878906
2000-11-08 00:00:00-05:00,33.290000915527344
2000-11-09 00:00:00-05:00,33.95000076293945
2000-11-10 00:00:00-05:00,34.09000015258789
2000-11-13 00:00:00-05:00,34.43000030517578
2000-11-14 00:00:00-05:00,34.849998474121094
2000-11-15 00:00:00-05:00,35.599998474121094
2000-11-16 00:00:00-05:00,35.04999923706055
2000-11-17 00:00:00-05:00,35.599998474121094
2000-11-20 00:00:00-05:00,35.220001220703125
2000-11-21 00:00:00-05:00,35.150001525878906
2000-11-22 00:00:00-05:00,35.400001525878906
2000-11-27 00:00:00-05:00,35.380001068115234
2000-11-28 00:00:00-05:00,34.25
